1	1	0.382225	0.396868	0.411511	0.416913	0.422315	4	4	4	4	4	3	3	3	3	3
2	1	0.423590	0.423745	0.423901	0.429881	0.435860	4	4	4	4	4	3	3	3	3	3
1	2	0.422315	0.422394	0.422474	0.449636	0.476798	4	4	4	4	4	3	3	3	3	3
2	2	0.435860	0.435860	0.435860	0.455510	0.475159	4	4	4	4	4	3	3	3	3	3
1	3	0.428495	0.452646	0.476798	0.480943	0.485087	4	4	4	4	5	3	3	3	4	5
2	3	0.435860	0.456329	0.476798	0.476798	0.476798	4	4	4	4	4	3	3	3	3	3
1	4	0.388031	0.408263	0.428495	0.456791	0.485087	4	4	4	4	5	3	3	3	4	5
2	4	0.476798	0.480943	0.485087	0.485087	0.485087	4	4	4	4	4	3	3	3	3	3
1	5	0.422058	0.453573	0.485087	0.485087	0.485087	4	4	4	4	4	3	3	3	3	3
2	5	0.417041	0.446387	0.475733	0.480410	0.485087	4	4	4	4	4	3	3	3	3	3
