1	1	264.000000	8	12	1	3891399376	-1	-1	
1	2	52.000000	8	12	1	3796733984	-1	-1	
1	3	1.000000	8	12	1	3796735568	-1	-1	
2	1	151.000000	8	12	1	3891681136	-1	-1	
2	2	198.000000	8	12	1	3796995264	3891681136	3891681136	
2	3	196.000000	8	12	1	3797383312	3891681136	3891681136	
3	1	185.000000	8	12	1	3796995264	3891681136	3891681136	
3	2	195.000000	8	12	1	3797397248	3796995264	3796995264	
3	3	34.000000	8	12	1	3797345728	3796995264	-2	
4	1	208.000000	8	12	1	3891681136	-1	-1	
4	2	218.000000	8	12	1	3797960992	3891681136	3891681136	
4	3	209.000000	8	12	1	3797082576	3891681136	-2	
5	1	220.000000	8	12	1	3797062528	3797030480	3797030480	
5	2	229.000000	8	12	1	3796864624	3797062528	-2	
5	3	185.000000	8	12	1	3796933392	3797062528	3797062528	
6	1	1235.000000	8	12	1	3797061808	3797030480	3797030480	
6	2	272.000000	8	12	1	3797489376	3797061808	3797061808	
6	3	276.000000	8	12	1	3796741024	3797061808	-2	
7	1	178.000000	8	12	1	3797378992	3797062528	3797062528	
7	2	155.000000	8	12	1	3797731680	3797378992	-2	
7	3	58.000000	8	12	1	3797341552	3797378992	-2	
8	1	157.000000	8	12	1	3891681136	-1	-1	
8	2	188.000000	8	12	1	3796846448	3891681136	3891681136	
8	3	243.000000	8	12	1	3796929440	3891681136	-2	
9	1	54.000000	8	12	1	3795810800	3891681136	-2	
9	2	217.000000	8	12	1	3797085664	3795810800	-2	
9	3	201.000000	8	12	1	3797081856	3795810800	3795810800	
10	1	138.000000	8	12	1	3796361888	3797378992	-2	
10	2	145.000000	8	12	1	3796845728	3796361888	3796361888	
10	3	145.000000	8	12	2	3797014816	3796361888	3796361888	
11	1	143.000000	8	12	1	3796845728	3796361888	3796361888	
11	2	212.000000	8	12	1	3796719040	3796845728	3796845728	
11	3	273.000000	8	12	3	3797134816	3891681136	3891681136	
12	1	276.000000	8	12	1	3796719040	3796845728	3796845728	
12	2	270.000000	8	12	3	3797134816	3891681136	3891681136	
12	3	7082.000000	8	12	4	3796756480	3796875328	3796875328	
13	1	228.000000	8	12	1	3796719040	3796845728	3796845728	
13	2	276.000000	8	12	4	3796756480	3796875328	3796875328	
13	3	275.000000	8	12	4	3587562048	3796756480	3796756480	
14	1	273.000000	8	12	1	3796719040	3796845728	3796845728	
14	2	1235.000000	8	12	4	3796756480	3796875328	3796875328	
14	3	65.000000	8	12	4	3587953104	3796756480	3796756480	
15	1	218.000000	8	12	1	3796719040	3796845728	3796845728	
15	2	43.000000	8	12	4	3796756480	3796875328	3796875328	
15	3	1.000000	8	12	4	3797258128	3796756480	3796756480	
16	1	223.000000	8	12	1	3796719040	3796845728	3796845728	
16	2	237.000000	8	12	1	3587541200	3796719040	3796719040	
16	3	242.000000	8	12	1	3378041872	3796719040	3796719040	
17	1	235.000000	8	12	1	3378041872	3796719040	3796719040	
17	2	229.000000	8	12	1	3797217888	3378041872	3378041872	
17	3	9.000000	8	12	6	3796756480	3796875328	3796875328	
18	1	220.000000	8	12	1	3378041872	3796719040	3796719040	
18	2	226.000000	8	12	1	3587873840	3378041872	3378041872	
18	3	94.000000	8	12	6	3795813312	3796756480	3796756480	
19	1	214.000000	8	12	1	3587873840	3378041872	3378041872	
19	2	242.000000	8	12	1	3378076224	3587873840	3587873840	
19	3	31.000000	8	12	6	3795813312	3796756480	3796756480	
20	1	221.000000	8	12	1	3378076224	3587873840	3587873840	
20	2	232.000000	8	12	1	3797232400	3378076224	3378076224	
20	3	101.000000	8	12	6	3795813312	3796756480	3796756480	
