1	1	0.382240	0.421116	0.442178	0.463748	0.494525	5	5	5	5	5	6	6	6	6	6
2	1	0.398664	0.415783	0.424253	0.440178	0.447975	5	5	5	5	5	6	6	6	6	6
3	1	0.382703	0.434053	0.446167	0.462279	0.492572	5	5	5	5	5	6	6	6	6	6
4	1	0.408011	0.416176	0.429261	0.458979	0.473480	5	5	5	5	5	6	6	6	6	6
1	2	0.423687	0.450592	0.466480	0.480768	0.494525	5	5	5	5	5	6	6	6	6	6
2	2	0.415136	0.425724	0.443278	0.454024	0.498698	5	5	5	5	5	6	6	6	6	6
3	2	0.399572	0.449571	0.462575	0.469582	0.492572	5	5	5	5	5	6	6	6	6	6
4	2	0.414434	0.433204	0.455113	0.462709	0.474233	5	5	5	5	5	6	6	6	6	6
1	3	0.424852	0.445417	0.473221	0.483130	0.494525	5	5	5	5	5	6	6	6	6	6
2	3	0.400524	0.438204	0.449554	0.456980	0.498698	5	5	5	5	6	6	6	6	6	8
3	3	0.413060	0.462460	0.468998	0.473878	0.498095	5	5	5	5	6	6	6	6	6	8
4	3	0.420952	0.457913	0.470953	0.473697	0.494525	5	5	5	5	6	6	6	6	6	8
1	4	0.428543	0.469908	0.483157	0.490308	0.499028	5	5	5	5	6	6	6	6	6	8
2	4	0.419452	0.462040	0.464820	0.495238	0.498698	5	5	6	6	6	6	6	8	8	9
3	4	0.448397	0.468990	0.470962	0.471720	0.498698	5	5	6	6	7	6	6	8	8	10
4	4	0.445737	0.461069	0.473727	0.474347	0.498095	5	5	5	6	7	6	6	7	8	10
1	5	0.415881	0.446798	0.483186	0.494538	0.499028	5	5	5	5	6	6	6	6	6	8
2	5	0.464820	0.479170	0.494377	0.498698	0.499092	5	5	6	6	6	6	6	8	8	9
3	5	0.449897	0.468996	0.471602	0.477739	0.498698	5	5	6	6	6	6	6	8	8	9
4	5	0.459244	0.473727	0.484858	0.494954	0.499028	5	5	6	6	7	6	6	8	8	11
1	6	0.429259	0.440658	0.463227	0.483186	0.499028	5	5	5	5	6	6	6	6	6	8
2	6	0.431216	0.476051	0.494377	0.498698	0.499092	5	5	5	6	7	6	6	7	8	11
3	6	0.418079	0.458627	0.474163	0.491403	0.499028	5	5	6	6	6	6	6	8	8	9
4	6	0.422711	0.473695	0.485739	0.496705	0.499028	5	5	6	6	7	6	6	8	8	10
1	7	0.422439	0.461503	0.483186	0.497626	0.499028	5	5	5	6	6	6	6	6	8	8
2	7	0.393558	0.464820	0.476131	0.497509	0.499092	5	5	6	7	7	6	7	8	10	11
3	7	0.435842	0.476725	0.483810	0.493227	0.499092	5	5	6	6	7	6	6	8	8	10
4	7	0.450682	0.476078	0.489276	0.496938	0.499040	5	5	6	6	7	6	6	8	8	10
1	8	0.424403	0.460278	0.471423	0.498698	0.499092	5	5	5	6	7	6	6	6	8	10
2	8	0.421503	0.476131	0.494377	0.498781	0.499092	5	5	6	7	7	6	7	8	10	11
3	8	0.449089	0.480514	0.491403	0.499028	0.499092	5	5	6	6	6	6	6	8	8	9
4	8	0.444913	0.483872	0.491775	0.496938	0.499040	5	5	6	6	8	6	6	8	8	12
1	9	0.414172	0.461934	0.478863	0.494282	0.499092	5	5	6	6	7	6	7	8	8	10
2	9	0.419043	0.477864	0.495116	0.498797	0.499291	5	5	6	7	7	6	7	8	10	11
3	9	0.431906	0.480903	0.491403	0.499028	0.499092	5	5	6	6	7	6	6	8	9	11
4	9	0.453991	0.487111	0.492835	0.496242	0.499092	5	6	6	7	8	6	8	8	10	12
1	10	0.415496	0.481149	0.484341	0.490942	0.499092	5	5	6	6	7	6	7	8	8	10
2	10	0.419043	0.456855	0.492934	0.499092	0.499291	5	6	7	7	7	6	8	10	11	11
3	10	0.426895	0.464982	0.486153	0.499031	0.499092	5	5	6	7	8	6	6	8	10	13
4	10	0.456004	0.479772	0.491775	0.496242	0.499092	5	5	7	7	8	6	7	10	10	12
1	11	0.430748	0.478863	0.490251	0.494677	0.499092	5	6	6	6	7	6	8	8	8	10
2	11	0.416150	0.453323	0.498312	0.499142	0.499291	5	5	7	7	7	6	7	10	11	11
3	11	0.422228	0.450881	0.493860	0.499291	0.499291	5	6	7	7	8	6	9	11	11	13
4	11	0.387774	0.463519	0.491904	0.499142	0.499291	5	6	7	7	8	6	9	11	11	12
1	12	0.399870	0.473912	0.493337	0.499291	0.499291	5	5	7	7	8	6	7	10	11	13
2	12	0.421232	0.457519	0.499092	0.499291	0.499291	5	5	7	7	7	6	7	10	11	11
3	12	0.430534	0.450881	0.478814	0.499092	0.499291	5	6	7	7	8	6	9	10	11	13
4	12	0.407421	0.464883	0.499092	0.499291	0.499291	5	7	7	7	8	6	10	11	11	13
1	13	0.454045	0.492497	0.496867	0.499291	0.499344	5	7	7	7	8	6	10	11	11	13
2	13	0.420973	0.487906	0.499150	0.499291	0.499291	5	6	7	7	8	6	8	11	11	13
3	13	0.421592	0.438743	0.465788	0.499291	0.499291	5	7	7	7	9	6	11	11	11	15
4	13	0.432745	0.497334	0.499192	0.499291	0.499291	5	7	7	7	8	6	10	11	11	13
1	14	0.382273	0.488163	0.498300	0.499291	0.499410	5	7	7	7	8	6	10	11	11	12
2	14	0.453512	0.487906	0.499150	0.499291	0.499291	5	6	7	7	8	6	8	11	11	13
3	14	0.418639	0.437882	0.480903	0.499291	0.499291	5	7	7	7	9	6	11	11	11	15
4	14	0.416901	0.481732	0.499184	0.499291	0.499291	5	7	7	7	8	6	10	11	11	13
1	15	0.425378	0.494557	0.498281	0.499291	0.499410	5	7	7	7	8	6	10	11	11	13
2	15	0.383795	0.492054	0.497722	0.499291	0.499291	5	6	7	7	7	6	8	11	11	12
3	15	0.403853	0.457598	0.477524	0.499321	0.499410	5	7	7	7	10	6	11	11	12	17
4	15	0.376576	0.495201	0.499192	0.499410	0.499410	5	7	7	7	8	6	10	11	12	14
1	16	0.394518	0.497064	0.499291	0.499291	0.499410	5	7	7	7	8	6	11	11	11	13
2	16	0.430866	0.479957	0.499150	0.499291	0.499291	5	7	7	7	8	6	10	11	11	13
3	16	0.448105	0.480690	0.499092	0.499304	0.499657	5	7	7	7	9	6	11	11	13	16
4	16	0.420612	0.489936	0.499291	0.499410	0.499410	5	7	7	7	8	6	11	12	12	14
1	17	0.417717	0.455416	0.496195	0.499329	0.499410	5	7	7	7	8	6	10	11	12	12
2	17	0.465393	0.495857	0.499221	0.499291	0.499410	5	7	7	7	8	6	10	11	12	13
3	17	0.419784	0.464213	0.498936	0.499410	0.499673	7	7	8	8	8	11	11	13	14	14
4	17	0.401765	0.496242	0.499351	0.499410	0.499410	5	7	7	7	9	6	11	12	12	15
1	18	0.391299	0.455416	0.496195	0.499301	0.499410	5	7	7	7	8	6	10	11	12	12
