1	1	0.385659	0.415806	0.428768	0.454763	0.494357	4	4	4	4	4	3	3	3	3	3
2	1	0.393360	0.415838	0.425286	0.453680	0.495869	4	4	4	4	4	3	3	3	3	3
3	1	0.376693	0.416254	0.433505	0.455724	0.499067	4	4	4	4	4	3	3	3	3	3
4	1	0.376704	0.414634	0.421470	0.438133	0.493991	4	4	4	4	4	3	3	3	3	3
1	2	0.380507	0.416354	0.430926	0.457804	0.495013	4	4	4	5	5	3	3	3	5	5
2	2	0.393360	0.415286	0.428767	0.463228	0.495869	4	4	4	4	5	3	3	3	3	5
3	2	0.378853	0.418368	0.443336	0.470844	0.499067	4	4	4	4	5	3	3	3	3	5
4	2	0.392018	0.417804	0.430538	0.460316	0.493991	4	4	4	4	5	3	3	3	3	5
1	3	0.380986	0.422624	0.453631	0.471219	0.495013	4	5	5	5	6	3	5	5	5	7
2	3	0.393360	0.421297	0.464167	0.472871	0.495869	4	5	5	5	6	3	5	5	5	7
3	3	0.396010	0.430847	0.464084	0.472167	0.499067	4	5	5	5	6	3	5	5	5	7
4	3	0.407975	0.424110	0.446483	0.471108	0.493991	4	5	5	5	6	3	5	5	5	7
1	4	0.406641	0.436216	0.469970	0.472985	0.495013	4	5	6	6	7	3	5	7	7	9
2	4	0.404351	0.431335	0.471183	0.473199	0.495869	4	5	6	6	7	3	5	7	7	9
3	4	0.403452	0.431371	0.468070	0.476138	0.499067	4	5	6	6	7	3	5	7	7	9
4	4	0.389804	0.437029	0.468134	0.472888	0.493991	4	5	6	6	7	3	5	7	7	9
1	5	0.378083	0.418812	0.465252	0.471470	0.495013	4	6	6	7	8	3	7	7	9	12
2	5	0.399921	0.427844	0.471012	0.473750	0.495869	4	5	6	7	8	3	5	8	9	12
3	5	0.403452	0.437224	0.465489	0.473163	0.499067	4	6	6	7	8	3	7	7	9	11
4	5	0.403258	0.449060	0.468258	0.476585	0.494414	4	6	7	7	8	3	8	9	9	11
1	6	0.414241	0.438219	0.466648	0.473059	0.495013	4	7	7	8	9	3	9	10	11	13
2	6	0.399921	0.447854	0.472974	0.476435	0.499826	4	7	7	8	9	3	9	10	11	14
3	6	0.414515	0.441293	0.470976	0.476340	0.499067	4	6	7	7	9	3	7	9	10	14
4	6	0.403258	0.456952	0.475382	0.479410	0.498809	4	7	7	8	9	3	9	9	11	14
1	7	0.415832	0.437425	0.466546	0.472314	0.495013	4	7	8	9	10	3	11	12	13	16
2	7	0.405588	0.433986	0.469452	0.473631	0.499826	4	7	8	8	10	3	9	11	12	16
3	7	0.415444	0.442767	0.469475	0.479385	0.500077	4	7	8	8	11	3	10	11	12	18
4	7	0.414348	0.470677	0.477396	0.483961	0.500077	6	7	8	8	10	7	10	11	13	16
1	8	0.414539	0.443341	0.472116	0.480578	0.499826	4	8	8	9	11	3	11	13	15	18
2	8	0.414662	0.449350	0.471342	0.476582	0.500077	4	8	9	9	11	3	12	13	15	19
3	8	0.412651	0.443666	0.472928	0.492316	0.500077	4	7	8	9	10	3	10	11	13	16
4	8	0.406876	0.473008	0.484523	0.496682	0.508040	6	7	8	9	11	7	11	12	14	17
1	9	0.417273	0.460518	0.472602	0.484899	0.505132	4	7	9	10	12	3	10	13	16	20
2	9	0.404348	0.453368	0.475369	0.489211	0.508040	6	8	9	10	12	7	12	14	16	20
3	9	0.408561	0.456601	0.473380	0.492559	0.505132	4	8	9	10	11	3	12	13	15	17
4	9	0.406787	0.466360	0.480920	0.500077	0.510128	6	8	8	9	11	7	11	13	15	20
1	10	0.414814	0.468022	0.475940	0.489342	0.505132	5	8	9	10	13	5	12	16	18	23
2	10	0.405241	0.464652	0.479771	0.500077	0.510128	7	9	10	10	13	9	13	15	17	22
