1	1	0.414540	0.417015	0.419490	0.426703	0.433917	4	4	4	4	4	3	3	3	3	3
2	1	0.405528	0.436358	0.467187	0.469595	0.472003	4	4	4	4	4	3	3	3	3	3
1	2	0.419490	0.419510	0.419530	0.426723	0.433917	4	4	4	4	5	3	3	3	4	5
2	2	0.404328	0.410969	0.417611	0.444807	0.472003	4	4	4	4	4	3	3	3	3	3
1	3	0.419552	0.445778	0.472003	0.472003	0.472003	4	4	4	5	6	3	3	3	5	7
2	3	0.404328	0.409274	0.414220	0.443112	0.472003	4	4	4	4	4	3	3	3	3	3
1	4	0.469736	0.470870	0.472003	0.472003	0.472003	4	4	4	4	4	3	3	3	3	3
2	4	0.472003	0.472003	0.472003	0.472465	0.472927	4	4	4	4	5	3	3	3	4	5
1	5	0.472003	0.472003	0.472003	0.472003	0.472003	4	4	4	4	4	3	3	3	3	3
2	5	0.472003	0.472003	0.472003	0.472465	0.472927	4	4	4	4	5	3	3	3	4	5
