1	1	1.000000	5	4	0	3890975904	-1	-1	
1	2	20.000000	5	4	0	3796896960	-1	-1	
1	3	1.000000	5	4	0	3796895952	-1	-1	
1	4	1.000000	5	4	0	3796815184	-1	-1	
1	5	1.000000	5	4	0	3796894512	-1	-1	
1	6	30.000000	5	4	0	3796896672	-1	-1	
1	7	1.000000	5	4	0	3796898832	-1	-1	
1	8	1.000000	5	4	0	3796899696	-1	-1	
1	9	1.000000	5	4	0	3796900560	-1	-1	
1	10	1.000000	5	4	0	3796901424	-1	-1	
2	1	20.000000	5	4	0	3796896672	-1	-1	
2	2	1.000000	5	4	0	3796243616	3796895952	-2	
2	3	1.000000	5	4	0	3795738224	3796899696	3796896960	
2	4	20.000000	5	4	0	3795740240	3796898832	3796896672	
2	5	10.000000	5	4	0	3795440512	3796895952	3796898832	
2	6	1.000000	5	4	0	3795725504	3796895952	-2	
2	7	1.000000	5	4	0	3795726576	3796815184	3796895952	
2	8	1.000000	5	4	0	3799894592	3796895952	3796815184	
2	9	1.000000	5	4	0	3795741312	3796895952	3890975904	
2	10	10.000000	5	4	0	3795468032	3796899696	3796896960	
3	1	20.000000	5	4	0	3797231392	-1	-1	
3	2	1.000000	5	4	0	3795990240	3796896672	3796243616	
3	3	1.000000	5	4	0	3796362832	3795738224	3795468032	
3	4	1.000000	5	4	0	3795876848	3795738224	3795725504	
3	5	20.000000	5	4	0	3795984912	3795468032	3796243616	
3	6	30.000000	5	4	0	3795989088	3795468032	3797231392	
3	7	20.000000	5	4	0	3795988800	3797231392	-2	
3	8	30.000000	5	4	0	3795988944	3797231392	3796896672	
3	9	20.000000	5	4	0	3795873328	3795440512	3796896672	
3	10	1.000000	5	4	0	3795578480	3797231392	3795440512	
4	1	10.000000	5	4	0	3795941728	3796912768	3796896672	
4	2	1.000000	5	4	0	3795455024	3795990240	-2	
4	3	30.000000	5	4	0	3795743616	3795873328	-2	
4	4	20.000000	5	4	0	3795786448	3795990240	3795873328	
4	5	30.000000	5	4	0	3799877344	3797231392	3795989088	
4	6	20.000000	5	4	0	3795778320	3795990240	3797231392	
4	7	30.000000	5	4	0	3795819280	3795984912	3795984912	
4	8	30.000000	5	4	0	3795820000	3795988944	3795873328	
4	9	20.000000	5	4	0	3795857008	3795984912	-2	
4	10	30.000000	5	4	0	3795818704	3795990240	3795989088	
5	1	20.000000	5	4	0	3795743616	3795873328	-2	
5	2	30.000000	5	4	0	3795405296	3795676496	3795820000	
5	3	20.000000	5	4	0	3796102480	3795819280	-2	
5	4	20.000000	5	4	0	3795582432	3795743616	3795676496	
5	5	30.000000	5	4	0	3795756832	3795819280	-2	
5	6	20.000000	5	4	0	3796106512	3795819280	3795819280	
5	7	20.000000	5	4	0	3795838400	3795818704	3795743616	
5	8	30.000000	5	4	0	3795772000	3799877344	-2	
5	9	20.000000	5	4	1	3795688640	3795819280	3795786448	
5	10	10.000000	5	4	1	3796387264	3795778320	-2	
