1	1	0.419836	0.427121	0.434405	0.450814	0.467222	4	4	4	4	4	3	3	3	3	3
2	1	0.406492	0.410805	0.415119	0.434513	0.453908	4	4	4	4	4	3	3	3	3	3
1	2	0.436623	0.451923	0.467222	0.467222	0.467222	4	4	4	4	4	3	3	3	3	3
2	2	0.390148	0.408246	0.426344	0.440126	0.453908	4	4	4	4	4	3	3	3	3	3
1	3	0.467222	0.467222	0.467222	0.467222	0.467222	4	4	4	4	4	3	3	3	3	3
2	3	0.429230	0.432379	0.435527	0.451375	0.467222	4	4	4	4	4	3	3	3	3	3
1	4	0.467222	0.467222	0.467222	0.467222	0.467222	4	4	4	4	4	3	3	3	3	3
2	4	0.467222	0.467222	0.467222	0.467222	0.467222	4	4	4	4	4	3	3	3	3	3
1	5	0.466620	0.466921	0.467222	0.469008	0.470793	4	4	4	4	5	3	3	3	4	5
2	5	0.437734	0.452478	0.467222	0.467222	0.467222	4	4	4	4	4	3	3	3	3	3
