1	1	0.422077	0.422662	0.423246	0.432133	0.441020	4	4	4	4	4	3	3	3	3	3
2	1	0.440574	0.443959	0.447344	0.448416	0.449487	4	4	4	4	4	3	3	3	3	3
1	2	0.424283	0.432651	0.441020	0.453299	0.465579	4	4	4	4	4	3	3	3	3	3
2	2	0.429131	0.439309	0.449487	0.449487	0.449487	4	4	4	4	4	3	3	3	3	3
1	3	0.441020	0.453299	0.465579	0.475397	0.485215	4	4	4	4	4	3	3	3	3	3
2	3	0.429131	0.439309	0.449487	0.449487	0.449487	4	4	4	4	4	3	3	3	3	3
1	4	0.443020	0.464118	0.485215	0.485215	0.485215	4	4	4	4	4	3	3	3	3	3
2	4	0.443466	0.446477	0.449487	0.449487	0.449487	4	4	4	4	4	3	3	3	3	3
1	5	0.485215	0.486762	0.488309	0.490751	0.493192	4	4	4	4	5	3	3	3	4	5
2	5	0.414823	0.415502	0.416181	0.432834	0.449487	4	4	4	4	4	3	3	3	3	3
